id,type,info_name,info_image,info_ghi chú,info_đạo diễn,info_sản xuất,info_biên kịch,info_cốt truyện,info_diễn viên,info_âm nhạc,info_quay phim,info_dựng phim,info_hãng sản xuất,info_phát hành,info_công chiếu,info_thời lượng,info_ngôn ngữ,info_budget,info_doanh thu,info_1,info_2,info_3,info_4,info_5,info_6,info_7,info_8,info_9,info_10,info_11,info_12,info_13,info_14,info_15,info_16,infobox_tên,infobox_ghi chú,infobox_director,infobox_sản xuất,infobox_biên kịch,infobox_cốt truyện,infobox_cast,infobox_âm nhạc,infobox_quay phim,infobox_dựng phim,infobox_hãng sản xuất,infobox_phát hành,infobox_công chiếu,infobox_duration,infobox_language,infobox_budget,infobox_box_office,infobox_1,infobox_2,infobox_3,infobox_4,infobox_5,infobox_6,infobox_7,infobox_8,infobox_9,infobox_10,infobox_11,infobox_12,infobox_13,infobox_14,infobox_15,infobox_16,infobox_genre,info_tác giả,info_kịch bản,info_studio,info_quốc gia,info_kinh phí,info_website,info_imdb_id,infobox_tác giả,infobox_kịch bản,infobox_studio,infobox_country,infobox_website,infobox_imdb_id,info_caption,info_director,info_producer,info_writer,info_starring,info_music,info_cinematography,info_editing,info_distributor,info_released,info_runtime,info_country,info_language,info_gross,infobox_name,infobox_image,infobox_caption,infobox_producer,infobox_writer,infobox_starring,infobox_music,infobox_cinematography,infobox_editing,infobox_distributor,infobox_released,infobox_runtime,infobox_gross,infobox_định dạng,infobox_đơn vị sản xuất,infobox_network,infobox_first_aired,infobox_số tập,infobox_kích thước hình,infobox_kênh,infobox_phát sóng đầu,infobox_phát sóng cuối,infobox_show_name,infobox_format,infobox_based_on,infobox_num_episodes,infobox_company,infobox_channel,infobox_first_run,infobox_last_aired,infobox_image_size,infobox_narrator,infobox_screenplay,infobox_story,infobox_dẫn phim,infobox_dựa trên,infobox_17,infobox_18,infobox_19,infobox_20,infobox_show_name_2,infobox_creator,infobox_developer,infobox_num_seasons,infobox_executive_producer,infobox_editor,infobox_location,infobox_bgcolor,infobox_creative_director,infobox_theme_music_composer,infobox_opentheme,infobox_endtheme,infobox_preceded_by,infobox_followed_by,infobox_cỡ hình,infobox_người dẫn chuyện,infobox_img_size,infobox_df,infobox_Thiết kế mỹ thuật,infobox_id,infobox_title,infobox_camera,infobox_picture_format,infobox_based on,infobox_chú thích,infobox_italic title,infobox_Âm nhạc,infobox_phần trước,infobox_phần sau,infobox_nhạc kết,infobox_Nhan đề nghiêng,infobox_giám đốc sản xuất,infobox_công ty sản xuất,infobox_chú thích hình,infobox_imagesize,infobox_first_aired_vn,infobox_channel_vn,infobox_tên khác,infobox_composer,infobox_biên tập,infobox_độ dài,infobox_alt_name,infobox_open_theme,infobox_bgcolour,infobox_related,infobox_director of Photography,infobox_part,infobox_chỉ đạo nghệ thuật,infobox_creat‌ive_director,infobox_định_dạng_hình_ảnh,infobox_số phần,infobox_địa điểm,infobox_giám chế,infobox_nhạc dạo,infobox_last_aired_vn,infobox_phát sóng,infobox_nhạc sĩ,infobox_presenter,infobox_judges,infobox_picture,infobox_audio_format,infobox_italic_title,infobox_lồng tiếng,infobox_chương trình liên quan,infobox_imdb_rating,infobox_awards,infobox_Số tập,infobox_kỹ thuật quay,infobox_amg_id,infobox_state,infobox_image_alt,infobox_narrated,infobox_slogan,infobox_EpisodeNumber,infobox_Title,infobox_OriginalAirDate,infobox_ShortSummary,infobox_DOP,infobox_image size,infobox_num_series,infobox_co_exec,infobox_supervising_producer,infobox_wardrobe,infobox_stylist,infobox_border,infobox_định dạng âm thanh,infobox_end_theme,infobox_phát triển,infobox_inspired_by,infobox_production_website,infobox_color,infobox_D.O.P,infobox_Đạo diễn Hình Ảnh,infobox_phụ hòa âm,infobox_kênh vn,infobox_story_editor,infobox_số mùa,infobox_Website,infobox_list_episodes,infobox_voices,infobox_đạo diễn hình ảnh,infobox_alt,infobox_dẫn chương trình,infobox_hn,infobox_production_companies,infobox_1st AD,infobox_makeup,infobox_họa sĩ thiết kế
Vũ khúc con cò,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Vũ khúc con cò, (Song of the Stork)",,"Jonathan Foo, Nguyễn Phan Quang Bình","Peggy Lim, Ngô Thị Bích Hạnh, Hà Phạm Phú",Nguyễn Phan Quang Bình *Ngô Thị Bích Hạnh *Jonathan Foo *Peggy Lim,,Chi Bảo *Quang Hải *Mai Nguyên *Ngọc Hiệp *Hải Yến *Tạ Ngọc Bảo,"Nguyễn Thiện Đạo, Joshua Hong",Mohd Jeffri Mohd Yusof ((D.O.P)),Sean Ashley,"Mega Media Pte Ltd., Hãng phim Hội Nhà văn Việt Nam","'''Quốc tế:''', BV International Pictures, VietNam Media Corp., '''Việt Nam:''' Công ty BHD","22 tháng 13 năm 2002 ((ra mắt)), 4 tháng 1 năm 2003 ((công chiếu VN))",98 phút,"Tiếng Việt, Tiếng Anh",,,,,,,,,,,,,,,,,,,"âm nhạc, chiến tranh, chính kịch, điện ảnh",,,,,,,,,Nguyễn Quang Sáng *Thu Bồn *Nguyễn Duy *Waynes Karlin,,"Việt Nam, Singapore",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nhân vật Vinh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,poster chính thức của phim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chuyện của Pao,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chuyện của Pao,,Ngô Quang Hải,Đặng Tất Bình,,,"Đỗ Thị Hải Yến, NSND Như Quỳnh, Lý Thanh Kha, Trần Doãn Tuấn, Đỗ Hoa Thúy",Nguyễn Thiện Đạo,"Trần Hùng, Cordelia Beresford",,Hãng Phim truyện I,,"10 tháng 4 năm 2006 ((chiếu sớm)), 18 tháng 8 năm 2006 ((chính thức))",100 phút,Tiếng Việt,"2,2 tỉ đồng",,,,,,,,,,,,,,,,,,"chính kịch, điện ảnh",,,,,,,,,Ngô Quang Hải,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"""Tiếng đàn môi sau bờ rào đá"" của nhà văn Đỗ Bích Thúy",,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chơi vơi,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bùi Thạc Chuyên,,,,,,,,,,,,Tiếng Việt,,,2009,9,6,Liên hoan phim Venezia lần thứ 66,2010,11,13,Việt Nam,,,,,,,,,điện ảnh,,,,,,,,,,"Hãng Phim truyện I, Acrobates Films",Việt Nam,,,,,,,,,,,,,,,,,Chơi vơi,Chơi vơi.jpg,,"Đặng Tất Bình, Claire-Agnes Lajoumard",Phan Đăng Di,"Phạm Linh Đan, Đỗ Thị Hải Yến, Johnny Trí Nguyễn, Nguyễn Duy Khoa",Ngọc Đại,Lý Thái Dũng,,Galaxy Thiên Ngân (VN),"2009, 9, 6, Liên hoan phim Venezia lần thứ 66, 2010, 11, 13, Việt Nam",110 phút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cha và con và...,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phan Đăng Di,*Phan Đăng Di *Trần Thị Bích Ngọc *Claire Lajoumard *Lieber Markus Halbertschmidt *Denis Vaslin,,,*Đỗ Thị Hải Yến *Lê Công Hoàng *Trương Thế Vinh *Kiều Trinh *Nguyễn Hà Phong,,,,,,"2015, 02, 13, Đức",100 phút,tiếng Việt,600.000 đô-la Mỹ ((ước tính)),,2015,02,13,Đức,,,,,,,,,,,,,chính kịch,,,,,,,,,Phan Đăng Di,,*Việt Nam *Pháp *Đức *Hà Lan,,,,,,,,,,,,,,,,,Cha và con và...,Chavaconva.jpg,"Một trong các áp phích được sử dụng tại, Liên hoan phim Berlin 2015.",,,,,,,,,,,,,,,,,,,,,,,,,,,,215px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Đẹp từng centimet,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vũ Ngọc Đãng,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,"hài, tâm lý, tình cảm, truyền hình",,,,,,,,,,"BHD, Saigon Media",Việt Nam,,,,,,,,,,,,,,,,,Đẹp từng centimet,Poster phim Đẹp từng centimet 2009.jpg,Poster phim.,,Vũ Ngọc Đãng,"Lương Mạnh Hải, Tăng Thanh Hà","Thủy Tiên, Đằng Phương",Nguyễn Nam,Võ Thạch Thảo,"Hãng phim Việt, Hãng phim Giải Phóng, Hãng phim Phương Nam",15 tháng 1 năm 2009,109 phút,"10,1 tỷ VND (sau hơn hai tuần công chiếu)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mỹ nhân kế (phim),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Quang Dũng,,,,,,,,,,,,Tiếng Việt,17 tỷ VND,,,,,,,,,,,,,,,,,,"cổ trang, võ thuật",,,,,,,,,,"Galaxy Studio, HKFilm",25px Việt Nam,,,,,,,,,,,,,,,,,Mỹ nhân kế,Poster My nhan ke.jpg,Áp phích chính thức.,Đỗ Quang Minh,Nguyễn Quang Dũng,"Thanh Hằng, Tăng Thanh Hà, Ngọc Quyên, Kim Dung, Diễm My 9x, Phạm Anh Khoa, Lê Thái Hòa",Huy Tuấn,Trinh Hoan,HKFilm,"Galaxy Studio, HKFilm",1 tháng 2 năm 2013,99 phút,52 tỷ VND,,,,,,,,,,,,,,,,,,260px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Người bí ẩn,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiếng Việt,,,show_name_2,,,,,,,,,,,,,,,,,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,Nguoi bi an (logo).jpg,Logo của chương trình.,,,"Hoài Linh (Mùa 1, Mùa 2 và Mùa 5) , Vân Sơn - Hồng Đào (Mùa 3 và Mùa 4) , Trấn Thành (Mùa 6) , Việt Hương (Mùa 1, Mùa 2, Mùa 5 và Mùa 6)",,Thiên Trường,,Endemol,,1 giờ 30 phút (kể cả quảng cáo),,,,"HTV7 – Đài Truyền hình thành phố Hồ Chí Minh HTVC Thuần Việt, HTVC Phụ Nữ (phát lại) VTVcab 1 – Vie Giải Trí HanoiTV1 HD – Đài PT-TH Hà Nội DRT1 - Đài PT-TH Đà Nẵng (phát lại)",30/3/2014 - 8/9/2019,,,,,,Người bí ẩn,Trò chơi truyền hình,,92 + 4 tập đặc biệt,Đông Tây Promotion,,,,,,,,,,,,,,,,,,Phạm Lê Hiếu,,Thành phố Hồ Chí Minh,,,,,,,,,,,,,,,,1080i (HDTV),,,,,,,,,,,,,,,,,,,,,,Odd One In,,,,,,,,,,,,,"Trấn Thành (Mùa 1 - Mùa 5), Trường Giang (Mùa 6)",,,,,,,,,,,,,,,,,,,,,,6,Trương Văn Minh,Đỗ Kim Nhung,,,,,,,,,,,,,,,,,,,,,,,,,,
Bước nhảy ngàn cân,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/10/2015 - 12/11/2017,,,,,,Bước nhảy ngàn cân,,,,Đông Tây Promotion,VTV3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,1080i (HDTV),,,,,,,,,,,,,,,,,,,,,,Dance Your Fat Off,,,,,,,,,,,,,"Trường Giang - Ngọc Diệp (Mùa 1) , Trấn Thành (Chung kết mùa 1 - Mùa 3)","Hoài Linh (Mùa 1), John Huy Trần (Mùa 1 - Mùa 3), Đàm Vĩnh Hưng (Mùa 1 và Mùa 2), Hồng Vân - Việt Hương (Mùa 3)",,Dolby Digital 5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kính vạn hoa: Bắt đền con ma,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kính vạn hoa: Bắt đền con ma,,Võ Thanh Hòa,"Võ Thanh Hòa, Mai Bảo Ngọc",Võ Thanh Hòa,,"Võ Ngọc Trai, Trần Lương Vũ Long, Võ Lê Anh Đào, Trung Dân, Lâm Vỹ Dạ, Hứa Minh Đạt, Phương Duyên, Hùng Anh, Nhật Linh",,,,"89s Group , Galaxy Play",Galaxy Studio,"2024, 12, 24, Việt Nam",127 phút,Tiếng Việt,,,2024,12,24,Việt Nam,,,,,,,,,,,,,"điện ảnh, hài",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Áp phích chính thức của phim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bộ truyện ''Kính vạn hoa'' của Nguyễn Nhật Ánh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Người đàn bà yếu đuối,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đinh Đức Liêm,,,,,,,,,,,,"Tiếng Việt, Tiếng Khmer",,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,222px,Áp phích phim,,Đặng Minh Châu,"Trần Kim Ngân , Trương Minh Quốc Thái , Kim Khánh , Minh Đức , Lân Bích",,,,,,30 phút,,,,,2002,,,,,,Người đàn bà yếu đuối,Phim truyền hình,,59,"Hãng phim Truyền hình Thành phố Hồ Chí Minh, Đài Truyền hình Thành phố Hồ Chí Minh",HTV7,"Việt Nam, Lào",,,,,,,,,,,,,,,,,,,Pink,NSND Phạm Khắc,Nguyễn Đức Trung,Người đàn bà yếu đuối,Người đàn bà yếu đuối,,,,,,,,,,,SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 ngày bên em (phim điện ảnh),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100 ngày bên em,,Vũ Ngọc Phượng,,,,"Jun Phạm, Khả Ngân, B Trần, Gin Tuấn Kiệt, Tam Triều Dâng, NSƯT Mỹ Uyên, NSƯT Chiều Xuân","Hứa Kim Tuyền, Nguyễn Hoàng Dũng, Đức Phúc, Hòa Minzy, Văn Mai Hương, Jun Phạm",,,"Galaxy M&E, Ingame, Kross Picture",Galaxy Studio,"2018, 4, 25",99 phút,Tiếng Việt,,,2018,4,25,,,,,,,,,,,,,,,,,,,,,,,"Vũ Ngọc Phượng, Trịnh Đan Phượng",,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Đất khổ,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đất khổ,,Hà Thúc Cần,FilmViet,,,Trịnh Công Sơn *Kim Cương *Sơn Nam *Thành Tâm *Bích Hợp *Xuân Hà *Vân Quỳnh *Lưu Nguyên Đạt,?,?,?,,?/AFI,1974,102 phút,"tiếng Việt, tiếng Anh",?,?,,,,,,,,,,,,,,,,,"chiến tranh, chính kịch",,,,,,,,,Hà Thúc Cần,,,IMDB,1286779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cổ tích Việt Nam,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nguyễn Minh Chung, Lâm Lê Dũng, Phạm Ngọc Châu, Xuân Phước, Quách Khoa Nam",,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,CTVN DVD NUOC MY 2-6.jpg,Bìa DVD 2 bản Cổ Tích Việt Nam phát hành lậu tại Mỹ.,Phan Thị Lệ,"Nguyễn Đông Thức, Nguyễn Đổng Chi (truyện)",,,"Lâm Lê Dũng, Vũ Quốc Hương",,"Hãng phim Phương Nam, Đài Phát thanh - Truyền hình Vĩnh Long",,30 phút/phần,,,,,1993,,,,,,Cổ tích Việt Nam,Phim màu,,,"Hãng phim Phương Nam, Cty TNHH Quảng cáo Tùng Hoa","SaoTV, HTV3, THVL",Việt Nam,2020,,,,,,,,,,,,Phan Thị Lệ,,,,,Việt Nam,DeepSkyBlue,,"Bảo Phúc, Nguyễn Ngọc Thiện, Trần Thanh Tùng, Duy Thoán, Việt Hùng",,,,''Thế giới cổ tích'' (2013),,,,,,,,Lưu Nguyễn,"VHS (1993-1999), VCD, DVD (2000-2008), HD (2016-2020)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tiến sĩ Tô Thị Ánh, Tuyết Mai , Nguyễn Dzoãn Cẩm Vân, Thy Mai",Dựa theo truyện cổ Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nụ hôn thần chết,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Quang Dũng,,,,,,,,,,,,Tiếng Việt,5 tỷ VND,,,,,,,,,,,,,,,,,,"hài, kinh dị, lãng mạn",,,,,,,,,,"HKFilm, Hãng phim Phương Nam",Việt Nam,,,,,,,,,,,,,,,,,Nụ hôn thần chết,Nhtc11.jpg,Áp phích của phim.,"Đinh Thị Thanh Hương, Nguyễn Nữ Như Khuê",Nguyễn Quang Dũng,"Johnny Trí Nguyễn, Thanh Hằng, Hoài Linh, Thành Lộc, Phương Thanh","Quốc Bảo, Đằng Phương",Trinh Hoan,HKFilm,Galaxy Studio,25 tháng 1 năm 2008 (trên toàn quốc),93 phút,16 tỷ VND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giải cứu thần chết,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lời nguyền huyết ngải,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lời nguyền huyết ngải,Áp phích của phim.,Bùi Thạc Chuyên,"Trần Thị Bích Ngọc, Nguyễn Chí Dũng",,,"Yu Dương, Thành Lộc, Phan Anh, Trịnh Minh Huy, Đỗ Văn Hoàng",Đặng Tuệ Nguyên,Lý Thái Dũng,Julie Beziau,,Galaxy Studio,12 tháng 1 năm 2012,90 phút,Tiếng Việt,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bùi Thạc Chuyên, Bùi Kim Quy","Galaxy Studio, HKFilm, Kantana Post Vietnam, Bích Thủy Company, Golden Boutique",Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Truyện ngắn ''Huyết đằng'' của Phạm Hải Anh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lạc giới,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phi Tiến Sơn,,,,,,,,,,,,Tiếng Việt,,,2014,10,17,,,,,,,,,,,,,,"chính kịch, điện ảnh, lãng mạn, tâm lý",,,,,,,,,,Tincom Media,Việt Nam,,,,,,,,,,,,,,,,,Lạc giới,Lạc Giới.jpg,Áp phích chiếu rạp của phim,Mai Thu Huyền,Phi Tiến Sơn,"Trung Dũng, Mai Thu Huyền, Bình An",Huy Tuấn,Joel Spezeski,"HTAT, Huỳnh Đông",Galaxy Studio,"2014, 10, 17",96 phút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ma da (phim),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ma Da,Áp phích chiếu rạp của phim,Nguyễn Hữu Hoàng,"Loan Võ, Quyền NN, Nguyễn Đình Cường",,,* Việt Hương * Dạ Chúc * Trung Dân * Diệu Đức * Thành Lộc * Cẩm Ly * Minh Khang,,* Đặng Quốc Thịnh * Nguyễn Đức Anh * Ngô Ngọc Thạch * Đạt JP * Trần Ngọc Khuyên,"Vũ Hoàng Anh, Nguyễn Định","AI Media Film, Synapse Studio, Film Việt Australia",Lotte Entertainment,"2024, 8, 16, Việt Nam, 2024, 8, 16, Hàn Quốc, Úc, New Zealand",95 phút,Tiếng Việt,35 tỷ VND,127 tỷ VND,,,,,,,,,,,,,,,,,"điện ảnh, kinh dị",,,,,,,,,"Hẻm Chuyện, Nhất Trung",,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bán chồng,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bán chồng,,Lê Hùng Phương,,,,"Oanh Kiều, Nguyễn Anh Tú, Cao Thái Hà, Ngọc Lan, Tim",,,,,,,45 phút/tập (không bao gồm quảng cáo),tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,"Hạnh Ngộ, Kim Oanh",,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phim truyền hình,"Trung tâm Phim truyền hình Việt Nam, Đài Truyền hình Việt Nam",,,34,,VTV3,22 tháng 7 năm 2019,12 tháng 11 năm 2019,,,,,,,,,,,,,,tiểu thuyết cùng tên của nhà văn Lê Nguyệt,,,,,,,,,,,,,,Vũ Việt Anh,,,Nàng dâu order,Tiệm ăn dì ghẻ,,,,,,,,,,,,,,Nàng dâu order,Tiệm ăn dì ghẻ,,,,,,,,,,,"Đặng Diệu Hương, Hoàng Hồng Hạnh",,,,,,,,Đỗ Thanh Hải,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gia đình là số 1,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nguyễn Hồng Chi, Nhật Trung",,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,"chính kịch, gia đình, hài, truyền hình",,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,Bìa quảng cáo chính thức,,"Diệu Như Trang, Trần Thị Hồng Thơ, Nguyễn Đức Cảnh, Nguyễn Thị Hà Thanh, Đinh Hoàng Yến, Nguyễn Thị Anh Đào, Huỳnh Anh Thư","NSƯT Việt Anh, Phi Phụng, Tiến Luật, Thu Trang, Quang Tuấn, Phát La, Gin Tuấn Kiệt, Diệu Nhi, Sam, Thiên Nga, Anh Tú Atus",,,,,,53 phút / tập,,,,,"2017, 1, 16",,,,,,Gia đình là số 1,Phim truyền hình nhiều tập,,248 (mùa 1); 173 (mùa 2); 98 (mùa 3),"Công ty giải trí & truyền thông Điền Quân, Ban khai thác phim truyền hình - Đài Truyền hình Thành phố Hồ Chí Minh",HTV7,Việt Nam,en,,,,,,,,,,,,,,3,,,"Thành phố Hồ Chí Minh, Việt Nam",,,,,,,,,,,,,,,,1080i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dolby Digital 2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gái già lắm chiêu V,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gái già lắm chiêu V:, Những cuộc đời vương giả",,* Bảo Nhân * Namcito,* Bảo Nhân * Ngô Huệ Chi * Namcito,,,* Kaity Nguyễn * Lê Khanh * Hồng Vân * Khương Lê * Đặng Trà Xuân Minh * Mai Thanh Hoàng * Hoàng Dũng,Christopher Wong,Nguyễn Ngọc Cường,Leo Vương,,Lotte Entertainment,"2021, 3, 5, Việt Nam",115 phút,Tiếng Việt,2 triệu USD,55 tỷ VND,2021,3,5,Việt Nam,,,,,,,,,,,,,"chính kịch, điện ảnh",,,,,,,,* Bảo Nhân * Namcito,,Mar6 Pictures,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phạm Hùng - Diêm Đăng Vượng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Công ty thời trang,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đinh Đức Liêm,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Nguyễn Thu Phương,"Trương Ngọc Ánh, Bình Minh, Thanh Phương, Ngọc Lan, Đào Vân Anh",,,,,,30 phút/tập (không bao gồm quảng cáo),,,,,2005,,,,,,Công ty thời trang,Phim truyền hình,,30,"Hãng phim Truyền hình Thành phố Hồ Chí Minh, Đài Truyền hình Thành phố Hồ Chí Minh",HTV9,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
