id,type,info_name,info_image,info_ghi chú,info_đạo diễn,info_sản xuất,info_biên kịch,info_cốt truyện,info_diễn viên,info_âm nhạc,info_quay phim,info_dựng phim,info_hãng sản xuất,info_phát hành,info_công chiếu,info_thời lượng,info_ngôn ngữ,info_budget,info_doanh thu,info_1,info_2,info_3,info_4,info_5,info_6,info_7,info_8,info_9,info_10,info_11,info_12,info_13,info_14,info_15,info_16,infobox_tên,infobox_ghi chú,infobox_director,infobox_sản xuất,infobox_biên kịch,infobox_cốt truyện,infobox_cast,infobox_âm nhạc,infobox_quay phim,infobox_dựng phim,infobox_hãng sản xuất,infobox_phát hành,infobox_công chiếu,infobox_duration,infobox_language,infobox_budget,infobox_box_office,infobox_1,infobox_2,infobox_3,infobox_4,infobox_5,infobox_6,infobox_7,infobox_8,infobox_9,infobox_10,infobox_11,infobox_12,infobox_13,infobox_14,infobox_15,infobox_16,infobox_genre,info_tác giả,info_kịch bản,info_studio,info_quốc gia,info_kinh phí,info_website,info_imdb_id,infobox_tác giả,infobox_kịch bản,infobox_studio,infobox_country,infobox_website,infobox_imdb_id,info_caption,info_director,info_producer,info_writer,info_starring,info_music,info_cinematography,info_editing,info_distributor,info_released,info_runtime,info_country,info_language,info_gross,infobox_name,infobox_image,infobox_caption,infobox_producer,infobox_writer,infobox_starring,infobox_music,infobox_cinematography,infobox_editing,infobox_distributor,infobox_released,infobox_runtime,infobox_gross,infobox_định dạng,infobox_đơn vị sản xuất,infobox_network,infobox_first_aired,infobox_số tập,infobox_kích thước hình,infobox_kênh,infobox_phát sóng đầu,infobox_phát sóng cuối,infobox_show_name,infobox_format,infobox_based_on,infobox_num_episodes,infobox_company,infobox_channel,infobox_first_run,infobox_last_aired,infobox_image_size,infobox_narrator,infobox_screenplay,infobox_story,infobox_dẫn phim,infobox_dựa trên,infobox_17,infobox_18,infobox_19,infobox_20,infobox_show_name_2,infobox_creator,infobox_developer,infobox_num_seasons,infobox_executive_producer,infobox_editor,infobox_location,infobox_bgcolor,infobox_creative_director,infobox_theme_music_composer,infobox_opentheme,infobox_endtheme,infobox_preceded_by,infobox_followed_by,infobox_cỡ hình,infobox_người dẫn chuyện,infobox_img_size,infobox_df,infobox_Thiết kế mỹ thuật,infobox_id,infobox_title,infobox_camera,infobox_picture_format,infobox_based on,infobox_chú thích,infobox_italic title,infobox_Âm nhạc,infobox_phần trước,infobox_phần sau,infobox_nhạc kết,infobox_Nhan đề nghiêng,infobox_giám đốc sản xuất,infobox_công ty sản xuất,infobox_chú thích hình,infobox_imagesize,infobox_first_aired_vn,infobox_channel_vn,infobox_tên khác,infobox_composer,infobox_biên tập,infobox_độ dài,infobox_alt_name,infobox_open_theme,infobox_bgcolour,infobox_related,infobox_director of Photography,infobox_part,infobox_chỉ đạo nghệ thuật,infobox_creat‌ive_director,infobox_định_dạng_hình_ảnh,infobox_số phần,infobox_địa điểm,infobox_giám chế,infobox_nhạc dạo,infobox_last_aired_vn,infobox_phát sóng,infobox_nhạc sĩ,infobox_presenter,infobox_judges,infobox_picture,infobox_audio_format,infobox_italic_title,infobox_lồng tiếng,infobox_chương trình liên quan,infobox_imdb_rating,infobox_awards,infobox_Số tập,infobox_kỹ thuật quay,infobox_amg_id,infobox_state,infobox_image_alt,infobox_narrated,infobox_slogan,infobox_EpisodeNumber,infobox_Title,infobox_OriginalAirDate,infobox_ShortSummary,infobox_DOP,infobox_image size,infobox_num_series,infobox_co_exec,infobox_supervising_producer,infobox_wardrobe,infobox_stylist,infobox_border,infobox_định dạng âm thanh,infobox_end_theme,infobox_phát triển,infobox_inspired_by,infobox_production_website,infobox_color,infobox_D.O.P,infobox_Đạo diễn Hình Ảnh,infobox_phụ hòa âm,infobox_kênh vn,infobox_story_editor,infobox_số mùa,infobox_Website,infobox_list_episodes,infobox_voices,infobox_đạo diễn hình ảnh,infobox_alt,infobox_dẫn chương trình,infobox_hn,infobox_production_companies,infobox_1st AD,infobox_makeup,infobox_họa sĩ thiết kế
Sóng tình (phim truyền hình),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Xuân Cường,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Hoàng Chiêu Quân,"Ngân Khánh, Thành Đạt",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,20 tháng 3 năm 2009,,,,,,Sóng tình,Phim truyền hình,,30,Công ty Sóng Vàng,HTV9,,9 tháng 5 năm 2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chị chị em em 2,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chị chị em em 2,Áp phích chính thức của phim,Vũ Ngọc Đãng,"Will Vũ, Đoàn Di Băng",,,"Minh Hằng, Ngọc Trinh, Lê Giang, NSƯT Kim Phương, Ngọc Nga, Lê Trang, Cao Thiên Trang, Trà Ngọc, Kim Thư, Huy Anh",Trần Hữu Tuấn Bách,,,"Muse Film, Galaxy Play",CJ CGV,"2023, 1, 22",115 phút,Tiếng Việt,,"121,1 tỷ VNĐ",2023,1,22,,,,,,,,,,,,,,"chính kịch, điện ảnh, hài",,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dựa trên giai thoại mỹ nhân Ba Trà & Tư Nhị,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gặp lại chị bầu,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gặp lại chị bầu,Áp phích chiếu rạp của phim,Đoàn Nhất Trung,,,,* Diệu Nhi * Anh Tú Atus * Lê Giang * Vũ Quốc Khánh * Ngọc Phước,Chị Mẹ,,,,,"2024, 2, 10, Việt Nam",114 phút,Tiếng Việt,,"92,7 tỷ VND",2024,2,10,Việt Nam,,,,,,,,,,,,,"chính kịch, điện ảnh, hài",,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cha rơi,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cha rơi,,Nguyễn Phương Điền,,,,"Thái Hòa, NSƯT Thành Lộc, NSƯT Thanh Nam, Thanh Hằng, Huỳnh Đông, Ngọc Lan, Hoàng Oanh, Hoài Lâm, Thành Đạt, Chấn Cường",,,,,,,45 phút/tập (không bao gồm quảng cáo),Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,Nguyễn Quý Dũng,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Công ty Sóng Vàng,,,37,,VTV9,16 tháng 9 năm 2014,5 tháng 11 năm 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khúc hát mặt trời,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vũ Trường Khoa,,,,,,,,,,,,"Tiếng Việt, Tiếng Nhật",,,,,,,,,,,,,,,,,,,"chính kịch, hình sự, tâm lý, tình cảm, truyền hình, xã hội",,,,,,,,,"Đàm Vân Anh, Hoàng Hồng Hạnh, Đỗ Thủy Tiên",,Việt Nam,,,,,,,,,,,,,,,,,,Khuchatmattroi2016.jpeg,,,,"Nhã Phương, Quang Tuấn, Hoàng Oanh, Huỳnh Anh, Đinh Hương, Trọng Trinh, Thu Hà",,"Nghiêm Bá Hoài, Vũ Trung Kiên",,,,45 phút/tập (không bao gồm quảng cáo),,,,,25 tháng 11 năm 2015 – 18 tháng 2 năm 2016,,,,,,Khúc hát mặt trời,Phim truyền hình,A Song to the Sun,24,"Trung tâm Phim truyền hình Việt Nam, Đài Truyền hình Việt Nam, Đài truyền hình TBS",VTV3,,,,,,,,,,,,,,,,,,,,,,Lê Anh Dũng,,,"Dưới bóng cây hạnh phúc (VTV1), Cảnh sát hình sự: Câu hỏi số 5 (VTV3)","Nơi giấc mơ tìm về (VTV1), Những ngọn nến trong đêm 2 (VTV3)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sông phố nhà ghe,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trần Ngọc Phong,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,Tập tin:Song pho nha ghe.jpg,,,"Huê Nam, Võ Thị Nhị Hà","Quý Bình, Lê Phương, Oanh Kiều, Quách Tĩnh, Ngân Quỳnh, Bella Mai",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,19 tháng 9 năm 2016,,,,,,Sông phố nhà ghe,Phim truyền hình,,35,"Global Star Cinema JSC, IMC",TodayTV,Việt Nam,8 tháng 11 năm 2016,,,,,,,,,,,,,,,,,,Pink,,,Còn thương sắc hoa chung tình,Còn thương sắc hoa chung tình,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kẻ ngược dòng,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Duy Võ Ngọc,,,,,,,,,,,,Tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Quý Dũng,"Hà Việt Dũng, Dương Cẩm Lynh, Mai Thanh Hà, Dương Hoàng Anh",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,"26 tháng 11 – 30 tháng 11 năm 2018 (VTV1), 3 tháng 12 năm 2019 – 13 tháng 1 năm 2020 (VTV9)",,,,,,Kẻ ngược dòng,Phim truyền hình,,30,"Trung tâm Phim truyền hình Việt Nam, Đài Truyền hình Việt Nam","VTV1 (tập 1–4), VTV9 (tập 1–30)",,,,,,,,,,,,,,,,,,,,,,,,,"Trang trại hoa hồng (VTV1), Nhà Voi còi cuối phố (VTV9)","Làn môi trong mưa (VTV1), Bước nhảy hoàn vũ (VTV9)",,,,,,,,Đỗ Cường Việt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoàng Tích Thiện,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Về nhà đi con,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Danh Dũng,,"Thủy Vũ, Trịnh Khánh Hà, Nguyễn Thu Trang, Đỗ Thủy Tiên",,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,"chính kịch, truyền hình",,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,Về nhà đi con poster.jpg,Áp phích phim,,,"Trung Anh, Thu Quỳnh, Bảo Thanh, Bảo Hân",,,,,,30-40 phút/tập (có bao gồm quảng cáo),,,,,8 tháng 4 năm 2019 – 12 tháng 8 năm 2019,,,,,,Về nhà đi con,Phim truyền hình,,"85 (chính thức), 5 (ngoại truyện)","Trung tâm Phim truyền hình Việt Nam, Đài Truyền hình Việt Nam",VTV1,,,,,,,,,,,,,,,,,Đỗ Thanh Hải,Nguyễn Thu Thủy,,,,,''Cảm ơn con nhé'',,Lặng yên dưới vực sâu (bản phát hành lại 25 phút/tập),Những nhân viên gương mẫu,,,,,,,,,,,,,,,,,,,,,350px,,,'''Nước mắt của gà trống''',,,,,,,,,,,,,,,,,,,,,,,,,,Những ngày không quên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lời nguyền Domino,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lời nguyền Domino,,Nhâm Minh Hiền,,,,"Hoài An, Huy Cường, Ngân Quỳnh, Thanh Hoàng, Sĩ Thanh, Trọng Nhân",,,,,,,45 phút/tập (không bao gồm quảng cáo),tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,"Khánh Bùi, Nhâm Minh Hiền",,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phim truyền hình,M&T Pictures,,,40,,SCTV14,25 tháng 11 năm 2019,24 tháng 2 năm 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luật trời,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luật trời,,Võ Việt Hùng,,,,"Ngọc Lan, Quỳnh Lam, Huy Khánh, Anh Tài, Ngân Quỳnh, Quang Khải, Bích Hằng, Đinh Hữu Tài, Thiên Thanh",,,,,,,45 phút/tập (không bao gồm quảng cáo),tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,Nguyễn Thị Mộng Thu,,Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Phim truyền hình,M&T Pictures,,,35,,THVL1,28 tháng 3 năm 2020,7 tháng 5 năm 2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lời nguyền lúc 0 giờ,Mẹ ghẻ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mẹ trùm,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Hồng Chi,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Đông Hoa,"Ngân Quỳnh, Nguyễn Quốc Trường Thịnh Lê Ngọc Trinh , Thuấn Nguyễn, Phạm Hoàng Nguyên, Quang Thái",,,,,,25 phút/tập (không bao gồm quảng cáo),,,,,15 tháng 9 năm 2021,,,,,,Mẹ trùm,Phim truyền hình,,60,"Hãng phim Truyền hình Thành phố Hồ Chí Minh, Đài Truyền hình Thành phố Hồ Chí Minh",HTV7,,7 tháng 12 năm 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hoa hồng cho sớm mai,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Võ Việt Hùng,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Nguyệt Trang,"Tường Vi, Lê Minh Thành, Tim, Đàm Phương Linh",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,5 tháng 6 năm 2023,,,,,,Hoa hồng cho sớm mai,Phim truyền hình,,41,M&T Pictures,THVL1,,21 tháng 7 năm 2023,,,,,,,,,,,,,,,,,,,,,,,Thử thách cuộc đời,Có hẹn với yêu thương,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chúng ta phải hạnh phúc,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đinh Thái Thụy,,,,"Thanh Thức, Đinh Y Nhung, Vĩnh Xương, Ngô Phương Anh, Linh Sơn",,,,,,,20 – 25 phút/tập (không bao gồm quảng cáo),tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,"Như Trần, Vương Thuần, Võ Kim Bích, Huỳnh Ý, Tuyết Lan, Lê Phương, Lê Khánh, Ngọ Hồ, Anh Thư, Thái Thụy",,"Chúng ta phải hạnh phúc, Niềm hạnh phúc riêng mình",,,,,,,Phim truyền hình,,,,68,,VTV1,9 tháng 11 năm 2023 - 4 tháng 3 năm 2024,,,,,,Vic Group,,,,,,,,,,,,,,,,,,,,,,,,,,Cuộc chiến không giới tuyến,Yêu hơn cả bầu trời (phát lại),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Đối mặt (phim truyền hình),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nguyễn Quang, Đăng Khoa",,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,M&T Pictures,"Minh Hằng, Minh Luân, Thùy Trang, Thanh Thức, Phúc An",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,14 tháng 8 năm 2010,,,,,,Đối mặt,Phim truyền hình,,44,"M&T Pictures , TKL",HTV7,Việt Nam,25 tháng 11 năm 2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bao giờ có yêu nhau,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bao giờ có yêu nhau,,Dustin Nguyễn,Dustin Nguyễn *Bebe Phạm,Trần Lý Trí Tân,,Minh Hằng *Quý Bình *Kim Xuân *Hoài An *Văn Tùng,Christopher Wong,"Garry Waller (DOP, Đạo diễn hình ảnh)",Thắng Vũ *Võ Đình Hoàng,Dreamscape DBS,CGV,12 tháng 5 năm 2016,100 phút,Tiếng Việt,14 tỷ VNĐ,,,,,,,,,,,,,,,,,,"kinh dị, lãng mạn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kịch bản ""''Bàu trắng''"" của Nguyễn Trọng Khoa",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sắc đẹp ngàn cân (phim 2017),film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sắc đẹp ngàn cân,,James Ngô,Trương Ngọc Ánh,,,* Minh Hằng * Rocker Nguyễn * Phương Trinh Jolie,Huy Tuấn,* Nguyễn Khắc Nhật * Hoàng Văn Đài * Lê Hoàng Vũ,* Geong Seong Han * Theophile Guibout * Tom Lưu * Nguyễn Công Danh,,CJ CGV Vietnam,"2017, 08, 04, Việt Nam",91 phút,Tiếng Việt,,26 tỷ VND,2017,08,04,Việt Nam,,,,,,,,,,,,,"âm nhạc, chính kịch, điện ảnh, hài, lãng mạn",,,,,,,,,* Kim Seon-jeong * Kim Yong-hwa * No Hye-yeong,TNA Entertainment,25px Việt Nam,,,,,,,,,,,,,,,,,,,Áp phích chiếu rạp của phim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"''Sắc đẹp ngàn cân'', Kim Yong-hwa",,,,,,,,,,,,,,,,,,,260px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bẫy ngọt ngào,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bẫy ngọt ngào,,Đinh Hà Uyên Thư,,,,"* Bảo Anh, * Minh Hằng * Diệu Nhi * Thuận Nguyễn * Quốc Trường",,,,CJ Entertainment,"RẠP 11 tháng 2 năm 2022, VieON 16 tháng 4 năm 2022",,90 phút,Tiếng Việt,20 tỷ đồng,83 tỷ đồng,,,,,,,,,,,,,,,,,"chính kịch, điện ảnh, tâm lý",,,,,,,,,Trân Nguyễn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Áp phích Bẫy ngọt ngào tại Việt Nam.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chị chị em em,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chị chị em em,,Kathy Uyên,,,,"Chi Pu, Thanh Hằng, Lãnh Thanh",,,,Muse Film,CJ Entertainment,"2019, 12, 18",104 phút (phần một),Tiếng Việt,,71 tỷ VND,2019,12,18,,,,,,,,,,,,,,"tâm lý, tình cảm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Áp phích phim Chị chị em em năm 2019.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250px,,,,,,,,,,Áp phích phim Chị chị em em năm 2019.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ầu ơ ví dầu,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nguyễn Duy Linh,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Vương Huyền Cơ,"Ngọc Lan, Kim Dung, Kiều Khanh",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,28 tháng 10 năm 2012,,,,,,Ầu ơ ví dầu,Phim truyền hình,,42,Công ty Sóng Vàng,HTV9,,10 tháng 12 năm 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuộc chiến nhân tình,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hoàng Mập,,,,,,,,,,,,tiếng Việt,,,,,,,,,,,,,,,,,,,truyền hình,,,,,,,,,,,Việt Nam,,,,,,,,,,,,,,,,,,,,,Phan Ngọc Liên,"Đông Dương, Đặng Thu Thảo, Phi Linh, Thiên Bảo, Kiều Linh, Mỹ Hạnh",,,,,,45 phút/tập (không bao gồm quảng cáo),,,,,22 tháng 2 năm 2021,,,,,,Cuộc chiến nhân tình,Phim truyền hình,,35,Hãng phim Hoàng Thần Tài,TodayTV,Việt Nam,2 tháng 4 năm 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hot boy nổi loạn,Áp phích của bộ phim.,Vũ Ngọc Đãng,"Nguyễn Phan Quang Bình, Ngô Thị Bích Hiền",,,"Lương Mạnh Hải, Hồ Vĩnh Khoa, Hiếu Hiền, Phương Thanh, Linh Sơn, La Quốc Hùng, Kim Phương","Minh Thư, Minh Quân",Nguyễn Nam,Khánh Ly,,BHD,14 tháng 10 năm 2011,92 phút,Tiếng Việt,,Hơn 20 tỷ VND,,,,,,,,,,,,,,,,,"điện ảnh, tâm lý, tình cảm, xã hội",,,,,,,,"Vũ Ngọc Đãng, Lương Mạnh Hải",,"Vietnam Studio, Galaxy Studio, Hãng phim Phương Nam, Saiga Films, Saigon Movies Media, HKFilm",Việt Nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Âm mưu giày gót nhọn,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trần Hàm,,,,,,,,,,,,"Tiếng Việt, Tiếng Anh",,,,,,,,,,,,,,,,,,,"hài, lãng mạn",,,,,,,,,,"Galaxy Studio, Wonderboy Entertainment, Happy Canvas, HV Life Entertainment, HKFilm",Việt Nam,,,,,,,,,,,,,,,,,Âm mưu giày gót nhọn,,,"Timothy Linh Bùi, Irene Trịnh, Kathy Uyên, Trần Hàm",,"Kathy Uyên, Don Nguyễn, Petey Majik Nguyễn, Trương Tri Trúc Diễm, Phương Mai, Yaya Trương Nhi",Christopher Wong,Guillermo Rosas,Trần Hàm,Galaxy Studio,"17 tháng 10 năm 2013 (Việt Nam và Vương quốc Anh), 13 tháng 3 năm 2014 (Mỹ)",91 phút,"7,5 tỷ VND (sau bốn ngày chiếu tại Việt Nam)",,,,,,,,,,,,,,,,,,,Kathy Uyên,Tim Tori,Kathy Uyên,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mùa hè chiều thẳng đứng,film,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trần Anh Hùng,,,,,,,,,,,,Tiếng Việt,,"456.387 đô-la Mỹ ((Hoa Kỳ))name=boxoffice, Tại Hoa Kỳ, phim thu về tổng cộng 456.387 đô-la Mỹ trong 26 tuần phát hành tại các rạp chiếu (tuần lễ ngày 6 tháng 7 – 28 tháng 12 năm 2001). Nguồn dữ liệu không đầy đủ tại Box Office Mojo ghi nhận 110.134 đô-la Mỹ, chốt ngày 22 tháng 7 năm 2001, tức 17 ngày chiếu đầu tiên.",at-the-height-of-summer,Mùa hè chiều thẳng đứng,18,Liên hoan phim Cannes,,,,,,,,,,,,,"chính kịch, điện ảnh",,,,,,,,,,* Canal+ * Hãng phim truyện Việt Nam * Lazennec Films * Zweites Deutsches Fernsehen * arte France Cinéma,*Việt Nam *Pháp *Đức,,,,,,,,,,,,,,,,,''Mùa hè chiều thẳng đứng'',Mhctd.jpg,Áp phích chiếu rạp của phim bằng tiếng Pháp,Christophe Rossignon,Trần Anh Hùng,* Trần Nữ Yên Khê * Như Quỳnh * Lê Khanh,Tôn Thất Tiết,Mark Lee Ping-Bin,Mario Battistel,Sony Pictures Classic (Mỹ),"2000, 05, 18, Liên hoan phim Cannes",112 phút,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mùa hè chiều thẳng đứng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
