source,target,film_count,films,collaboration_types,weight
Trung Anh,Quang Tèo,1,Những ngày không quên,actor-actor,1.0
Trung Anh,Việt Hoa,1,Những ngày không quên,actor-actor,1.0
Trung Anh,Việt Bắc,2,"Những ngày không quên, Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Linh Huệ,2,"Những ngày không quên, Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Hoàng Huy,3,"Những ngày không quên, Hành trình công lý, Đấu trí (phim truyền hình Việt Nam)",actor-actor,3.0
Trung Anh,Hoàng Du Ka,3,"Những ngày không quên, Hành trình công lý, Người phán xử (phim truyền hình Việt Nam)",actor-actor,3.0
Trung Anh,Minh Tiệp,1,Những ngày không quên,actor-actor,1.0
Trung Anh,Hồng Diễm,1,Những ngày không quên,actor-actor,1.0
Trung Anh,Đỗ Quỳnh Hoa,2,"Những ngày không quên, Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Trọng Trinh,2,"Hành trình công lý, Những công dân tập thể",actor-actor,2.0
Trung Anh,Quốc Trị,3,"Hành trình công lý, Đấu trí (phim truyền hình Việt Nam), Những công dân tập thể",actor-actor,3.0
Trung Anh,Minh Hòa (diễn viên),1,Hành trình công lý,actor-actor,1.0
Trung Anh,Phú Thăng,2,"Hành trình công lý, Người phán xử (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Đức Hùng,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Huỳnh Hồng Loan,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Vũ Hồng Thái,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Tân Anh,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Viết Liên,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Thùy Liên,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Thu Huyền,3,"Hành trình công lý, Đấu trí (phim truyền hình Việt Nam), Những công dân tập thể",actor-actor,3.0
Trung Anh,Doãn Quốc Đam,3,"Hành trình công lý, Người phán xử (phim truyền hình Việt Nam), Đấu trí (phim truyền hình Việt Nam)",actor-actor,3.0
Trung Anh,Trần Vân,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Phương Hạnh,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Trương Mạnh Đạt,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Tiến Lộc (diễn viên),2,"Về nhà đi con, Những ngày không quên",actor-actor,2.0
Trung Anh,Ngô Minh Hoàng,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Đậu Hồng Phúc,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Phương My,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Trương Hoàng,2,"Hành trình công lý, Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Hoàng Công,2,"Hành trình công lý, Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Trung Tuấn,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Hoàng Ngọc Hải,2,"Hành trình công lý, Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Nguyễn Kim Oanh,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Thanh Hương (diễn viên),2,"Hành trình công lý, Người phán xử (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Trịnh Huyền,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Hoàng Tùng,2,"Hành trình công lý, Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Cù Thị Trà,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Dương Khánh,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Lê Tuấn Anh (diễn viên sinh 1970),2,"Hành trình công lý, Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Nguyễn Mạnh Hà,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Thu Hương,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Xuân Hiền,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Trúc Quỳnh,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Minh Sìn,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Phạm Tuấn Anh,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Ngô Lệ Quyên,1,Hành trình công lý,actor-actor,1.0
Trung Anh,Hà Hương,1,Niệm khúc cuối,actor-actor,1.0
Trung Anh,Nguyễn Minh Trang,1,Niệm khúc cuối,actor-actor,1.0
Trung Anh,Trọng Khôi,1,Niệm khúc cuối,actor-actor,1.0
Trung Anh,Nguyễn Anh Dũng (diễn viên),1,Niệm khúc cuối,director-actor,1.0
Trung Anh,Việt Anh (diễn viên),1,Song song (phim),actor-actor,1.0
Trung Anh,Hồng Đăng (diễn viên),1,Những ngày không quên,actor-actor,1.0
Trung Anh,Chu Hùng,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Bảo Anh (diễn viên),1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Thanh Quý,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Hương Dung,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Đan Lê,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Bảo Thanh (diễn viên),2,"Về nhà đi con, Những ngày không quên",actor-actor,2.0
Trung Anh,Lưu Đê Ly,2,"Người phán xử (phim truyền hình Việt Nam), Ngự lâm không kiếm",actor-actor,2.0
Trung Anh,Thuỳ Dương,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Trần Quốc Trọng,2,"Người phán xử (phim truyền hình Việt Nam), Những công dân tập thể",actor-actor,2.0
Trung Anh,Văn Báu,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Vũ Thu Hoài,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Trọng Lân,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Hồng Quân,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Đỗ Kỷ,2,"Người phán xử (phim truyền hình Việt Nam), Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Nguyệt Hằng,2,"Người phán xử (phim truyền hình Việt Nam), Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Hoàng Phúc Anh,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Thúy An,2,"Người phán xử (phim truyền hình Việt Nam), Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Đào Thanh Bi,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Duy Hưng,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Vũ Hải,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Lê Ngọc Quang,2,"Người phán xử (phim truyền hình Việt Nam), Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Mạnh Hùng,2,"Người phán xử (phim truyền hình Việt Nam), Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Đặng Tam Thuận,2,"Người phán xử (phim truyền hình Việt Nam), Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Tiến Hợi,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Quốc Quân,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Đinh Trọng Nguyên,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Bé Nam Anh,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Thanh Sơn (diễn viên),2,"Người phán xử (phim truyền hình Việt Nam), Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Tùng Dương (diễn viên),1,Ngự lâm không kiếm,actor-actor,1.0
Trung Anh,Tạ Minh Thảo,2,"Người phán xử (phim truyền hình Việt Nam), Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Huỳnh Anh (diễn viên),1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Hán Huy Bách,1,Người phán xử (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Lương Thu Trang,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Vĩnh Xương (diễn viên),2,"Đấu trí (phim truyền hình Việt Nam), Cầu thang nhà A6",actor-actor,2.0
Trung Anh,Trịnh Mai Nguyên,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Xuân Phúc,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Lê Hồng Quang (diễn viên),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Tô Dũng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Anh Đào,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Phan Thắng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Nguyễn Thùy Dương,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Đỗ Thanh Tùng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Hồ Phong,2,"Đấu trí (phim truyền hình Việt Nam), Những công dân tập thể",actor-actor,2.0
Trung Anh,Tất Bình,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Trần Đức (diễn viên),1,Ngược chiều nước mắt,actor-actor,1.0
Trung Anh,Tú Oanh,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Trần Thị Diễm Hương,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Chu Quỳnh Chi,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Nguyễn Hải (diễn viên),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Ngọc Thoa,2,"Đấu trí (phim truyền hình Việt Nam), Ngự lâm không kiếm",actor-actor,2.0
Trung Anh,Kiều Minh Hiếu,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Quách Thu Phương,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Minh Hằng (diễn viên),2,"Đấu trí (phim truyền hình Việt Nam), Những công dân tập thể",actor-actor,2.0
Trung Anh,Phú Đôn,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Dương Đức Quang,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Chí Dương,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Lưu Duy Khánh,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Hoàng Khải,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Trịnh Xuân Hảo,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Tiến Huy,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Minh Cúc,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Xuân Hồng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Nguyễn Mạnh Cường,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Phú Kiên,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Cao Môn,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Thanh Chi,2,"Đấu trí (phim truyền hình Việt Nam), Những công dân tập thể",actor-actor,2.0
Trung Anh,Thanh Huyền,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Xuân Trường,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Xuân Đồng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Hồ Uy Linh,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Trung Cường,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Lý Chí Huy,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Hồng Liên,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Nhật Quang,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Linh Hương,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Tùng Anh,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Mạnh Đạt,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Lâm Tùng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Xuân Thắng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Quách Xuân Thông,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Tạ Vũ Thu,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Nguyễn Tiến Việt,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Sơn Tùng,2,"Đấu trí (phim truyền hình Việt Nam), Những công dân tập thể",actor-actor,2.0
Trung Anh,Trần Tài,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Lâm Hoàng,1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Lan Hương diễn viên sinh năm 1961,1,Ảo ảnh trắng,actor-actor,1.0
Trung Anh,Nguyễn Thị Thu An,1,Ảo ảnh trắng,actor-actor,1.0
Trung Anh,Mạnh Tuấn,1,Ảo ảnh trắng,actor-actor,1.0
Trung Anh,Hoàng Lâm,1,Ảo ảnh trắng,actor-actor,1.0
Trung Anh,Minh Vượng,1,Ảo ảnh trắng,actor-actor,1.0
Trung Anh,Đặng Việt Bảo,1,Ảo ảnh trắng,actor-director,1.0
Trung Anh,Trịnh Thịnh,1,Cầu thang nhà A6,actor-actor,1.0
Trung Anh,Thanh Năng,1,Cầu thang nhà A6,actor-actor,1.0
Trung Anh,Lê Tuấn,1,Cầu thang nhà A6,actor-actor,1.0
Trung Anh,Quốc Khánh (nghệ sĩ),1,Cầu thang nhà A6,actor-actor,1.0
Trung Anh,Minh Quốc,1,Cầu thang nhà A6,actor-actor,1.0
Trung Anh,Phát Triệu,1,Cầu thang nhà A6,actor-actor,1.0
Trung Anh,Ngân Hoa,1,Cầu thang nhà A6,actor-actor,1.0
Trung Anh,Huyền Trang,2,"Cầu thang nhà A6, Ngự lâm không kiếm",actor-actor,2.0
Trung Anh,Xuân Bắc (diễn viên),1,Niệm khúc cuối,actor-actor,1.0
Trung Anh,Tuyết Liên,1,Cầu thang nhà A6,actor-actor,1.0
Trung Anh,Tuấn Minh,1,Cầu thang nhà A6,actor-actor,1.0
Trung Anh,Thanh Nam,1,Cầu thang nhà A6,actor-actor,1.0
Trung Anh,Thu Hằng (nghệ sĩ chèo),1,Cầu thang nhà A6,actor-actor,1.0
Trung Anh,Thu Hường,1,Cầu thang nhà A6,actor-actor,1.0
Trung Anh,Trương Thế Vinh,1,Song song (phim),actor-actor,1.0
Trung Anh,Tiến Luật,1,Song song (phim),actor-actor,1.0
Trung Anh,Thuận Phát,1,Song song (phim),actor-actor,1.0
Trung Anh,Mona Bảo Tiên,1,Song song (phim),actor-actor,1.0
Trung Anh,Quỳnh Anh,1,Hoa cỏ may,actor-actor,1.0
Trung Anh,Ngọc Trung,1,Hoa cỏ may,actor-actor,1.0
Trung Anh,Thương Hà,1,Hoa cỏ may,actor-actor,1.0
Trung Anh,Trung Quân,1,Hoa cỏ may,actor-actor,1.0
Trung Anh,Tuyết Mai,1,Hoa cỏ may,actor-actor,1.0
Trung Anh,Ngọc Tú,1,Hoa cỏ may,actor-actor,1.0
Trung Anh,Vi Cầm,1,Hoa cỏ may,actor-actor,1.0
Trung Anh,Hải Anh,1,Hoa cỏ may,actor-actor,1.0
Trung Anh,Quyết Thắng,1,Hoa cỏ may,actor-actor,1.0
Trung Anh,Hoa hậu Vân Anh,1,Hoa cỏ may,actor-actor,1.0
Trung Anh,Công Dũng,2,"Hoa cỏ may, Những công dân tập thể",actor-actor,2.0
Trung Anh,Quế Hằng,1,Ngự lâm không kiếm,actor-actor,1.0
Trung Anh,Hoàng Kiên,1,Ngự lâm không kiếm,actor-actor,1.0
Trung Anh,Lương Giang,1,Ngự lâm không kiếm,actor-actor,1.0
Trung Anh,Phương Nam,1,Ngự lâm không kiếm,actor-actor,1.0
Trung Anh,Như Quỳnh (diễn viên),1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Kiều Anh,1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Lan Hương (diễn viên sinh 1961),1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Văn Sang,1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Diễm Hương,1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Khánh Linh,1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Quỳnh Hoa,1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Bình Trọng,1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Linh Chi,1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Thanh Hiền (nghệ sĩ),1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Mạnh Cường,1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Dương Mạc Yến My,1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Thanh Tú (diễn viên),1,Hành trình công lý,actor-actor,1.0
Trung Anh,Hoàng Yến (diễn viên),1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Phạm Anh Tuấn (diễn viên),5,"Ngược chiều nước mắt, Những ngày không quên, Hành trình công lý, Người phán xử (phim truyền hình Việt Nam), Đấu trí (phim truyền hình Việt Nam)",actor-actor,5.0
Trung Anh,Hương Giang (diễn viên),1,Những ngày không quên,actor-actor,1.0
Trung Anh,Việt Thắng (diễn viên),2,"Hành trình công lý, Đấu trí (phim truyền hình Việt Nam)",actor-actor,2.0
Trung Anh,Thúy Hà (diễn viên),2,"Chúng ta của 8 năm sau, Về nhà đi con",actor-actor,2.0
Trung Anh,Minh Đức (diễn viên),1,Hoa cỏ may,actor-actor,1.0
Trung Anh,Thu Hà (diễn viên),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Thanh Thủy (diễn viên),1,Cầu thang nhà A6,actor-actor,1.0
Trung Anh,Anh Dũng (diễn viên),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Nguyễn Thanh Bình (diễn viên),1,Đấu trí (phim truyền hình Việt Nam),actor-actor,1.0
Trung Anh,Ngọc Bích (diễn viên),1,Những công dân tập thể,actor-actor,1.0
Trung Anh,Nhã Phương (diễn viên),1,Song song (phim),actor-actor,1.0
Trung Anh,Bình An (diễn viên),1,Ngược chiều nước mắt,actor-actor,1.0
Trung Anh,Maya (diễn viên),1,Về nhà đi con,actor-actor,1.0
Trung Anh,Quốc Trường (diễn viên),2,"Về nhà đi con, Những ngày không quên",actor-actor,2.0
Xuân Nghị,Nhan Phúc Vinh,1,Ngày ấy mình đã yêu,actor-actor,1.0
Xuân Nghị,Tam Triều Dâng,1,Ngày ấy mình đã yêu,actor-actor,1.0
Xuân Nghị,Phương Dung,1,Ngày ấy mình đã yêu,actor-actor,1.0
Xuân Nghị,Anh Tài,1,Ngày ấy mình đã yêu,actor-actor,1.0
Xuân Nghị,Đan Lê,1,Ngày ấy mình đã yêu,actor-actor,1.0
Xuân Nghị,Andrea Aybar,2,"Ngày ấy mình đã yêu, Nhà trọ Balanha",actor-actor,2.0
Xuân Nghị,Văn Anh,1,Ngày ấy mình đã yêu,actor-actor,1.0
Xuân Nghị,Nhã Phương (diễn viên),1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Quang Tuấn,1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Thu Hà (diễn viên),1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Hoàng Oanh,1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Huỳnh Anh (diễn viên),1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Trọng Trinh,1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Đinh Hương,1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Hoàng Thanh,1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Việt Anh (diễn viên),1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Lyna Trang,1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Nao Matsushita,1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,David Ito,1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Masatsugu Yuda,1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Hoàng Việt Nga,1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Kaoru Marukawa,1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Nguyễn Hồng Sơn,1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Shinshyo Nakamaru,1,Khúc hát mặt trời,actor-actor,1.0
Xuân Nghị,Công Dương,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Trần Vân,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Quỳnh Kool,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Anh Thơ,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Hoàng Kiên,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Vũ Thu Hoài,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Thùy Anh,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Duy Hưng,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Hoàng Mai Anh,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Xuân Trường,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Ngọc Thu,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Mai Như Quỳnh,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Kiều Yến Ngọc,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Phương Hạnh,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Quế Chi,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Lý Chí Huy,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Phùng Cường,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Hàn Trang,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Hoàng Long,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Tạ Vũ Thu,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Đỗ Khải Anh,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Thảo Vân,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Liên Tít,1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Chí Thiện,1,Ngày ấy mình đã yêu,actor-actor,1.0
Xuân Nghị,Anh Dũng (diễn viên),1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Trần Nghĩa (diễn viên),1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Thanh Sơn (diễn viên),1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Trần Đức (diễn viên),1,Nhà trọ Balanha,actor-actor,1.0
Xuân Nghị,Bảo Thanh (diễn viên),1,Ngày ấy mình đã yêu,actor-actor,1.0
Xuân Nghị,Tiến Lộc (diễn viên),1,Nhà trọ Balanha,actor-actor,1.0
Đồng Ánh Quỳnh,Rima Thanh Vy,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Đồng Ánh Quỳnh,Thuận Nguyễn,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Đồng Ánh Quỳnh,Gi A Nguyễn,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Đồng Ánh Quỳnh,Phan Thanh Hiền,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Đồng Ánh Quỳnh,Trần Thị Thanh Hoa,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Đồng Ánh Quỳnh,Tóc Tiên,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Rima Thanh Vy,Thuận Nguyễn,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Rima Thanh Vy,Gi A Nguyễn,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Rima Thanh Vy,Phan Thanh Hiền,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Rima Thanh Vy,Trần Thị Thanh Hoa,1,Thanh Sói – Cúc dại trong đêm,actor-actor,1.0
Rima Thanh Vy,Lương Mạnh Hải,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Hồ Vĩnh Khoa,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Linh Sơn,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Lê Tuấn,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Lê Hóa,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Mỹ Phượng,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Ngọc Yến,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Ngọc Đáng,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Đoàn Minh Tuấn,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Lương Mỹ,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Lý Minh Thắng,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Quốc Dũng,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
Rima Thanh Vy,Nguyễn Lê Dũng,2,"Hot boy nổi loạn, Hot boy nổi loạn và câu chuyện về thằng Cười, cô gái điếm và con vịt",actor-actor,2.0
